student	vak	activiteit	zaal	dag	tijdslot
van den Born Enrique	Informatie- en organisatieontwerp	Tutorial	A1.08	do	13-15
van den Born Enrique	Informatie- en organisatieontwerp	Lab	A1.08		
van den Born Enrique	Technology for games	Lecture	A1.04		
van den Born Enrique	Technology for games	Lecture	A1.04		
van den Born Enrique	Technology for games	Tutorial	A1.08		
van den Eijnde Cyrano	Heuristieken 1	Lecture	B0.201		
van den Eijnde Cyrano	Heuristieken 1	Tutorial	A1.06	ma	9-11
van den Eijnde Cyrano	Kansrekenen 2	Lecture	C0.110		
van den Eijnde Cyrano	Kansrekenen 2	Lecture	C0.110		
van den Eijnde Cyrano	Lineaire Algebra	Lecture	A1.10		
van den Eijnde Cyrano	Lineaire Algebra	Lecture	A1.10		
van den Engel Ceren	Compilerbouw	Lecture	C0.110	ma	11-13
van den Engel Ceren	Compilerbouw	Lecture	C0.110	vr	13-15
van den Engel Ceren	Compilerbouw	Tutorial	A1.04	vr	11-13
van den Engel Ceren	Compilerbouw	Lab	A1.04	vr	15-17
van den Engel Ceren	Programmeren in Java 2	Lab	A1.08		
van den Ham Cyrille	Programmeren in Java 2	Lab	A1.08		
van den Hoogen Lon	Calculus 2	Lecture	C0.110	vr	9-11
van den Hoogen Lon	Calculus 2	Tutorial	A1.04	ma	15-17
van den Oord Amos	Kansrekenen 2	Lecture	C0.110		
van den Oord Amos	Kansrekenen 2	Lecture	C0.110		
van der Doelen Chelly	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
van der Doelen Chelly	Heuristieken 2	Lecture	A1.04	do	15-17
van der Doelen Chelly	Heuristieken 2	Tutorial	A1.08	ma	15-17
van der Doelen Chelly	Reflectie op de digitale cultuur	Lecture	A1.10		
van der Doelen Chelly	Reflectie op de digitale cultuur	Lecture	A1.10		
van der Doelen Chelly	Reflectie op de digitale cultuur	Tutorial	A1.08	vr	13-15
van der Doelen Chelly	Webprogrammeren en databases	Lecture	A1.04		
van der Doelen Chelly	Webprogrammeren en databases	Lecture	A1.04		
van der Doelen Chelly	Webprogrammeren en databases	Tutorial	A1.08		
van der Doelen Chelly	Webprogrammeren en databases	Lab	A1.08		
van der Drift Tamar	Compilerbouw practicum	Lab	A1.08	do	15-17
van der Gaag Lakshmi	Databases 2	Lecture	C0.110		
van der Gaag Lakshmi	Databases 2	Tutorial	A1.04	do	13-15
van der Geer Deejay	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
van der Geer Deejay	Algoritmen en complexiteit	Tutorial	A1.06	ma	9-11
van der Geer Deejay	Algoritmen en complexiteit	Lab	A1.06	ma	11-13
van der Geer Deejay	Autonomous Agents 2	Lecture	A1.06	di	15-17
van der Geer Deejay	Autonomous Agents 2	Lecture	A1.06	wo	9-11
van der Geer Deejay	Autonomous Agents 2	Tutorial	A1.08	di	9-11
van der Geer Deejay	Autonomous Agents 2	Lab	A1.08	wo	13-15
van der Geer Deejay	Data Mining	Lecture	A1.04		
van der Geer Deejay	Data Mining	Lecture	A1.04		
van der Geer Deejay	Data Mining	Tutorial	A1.08	di	11-13
van der Geer Deejay	Data Mining	Lab	A1.08	di	13-15
van der Geer Deejay	Databases 2	Lecture	C0.110		
van der Geer Deejay	Databases 2	Tutorial	A1.04	do	13-15
van der Geer Deejay	Heuristieken 2	Lecture	A1.04	do	15-17
van der Geer Deejay	Heuristieken 2	Tutorial	A1.08	ma	15-17
van der Gulik Ferhan	Moderne Databases	Lecture	A1.10		
van der Gulik Ferhan	Moderne Databases	Tutorial	A1.08	di	15-17
van der Gulik Ferhan	Moderne Databases	Lab	A1.08		
van der Klei Daisy	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
van der Klei Daisy	Collectieve Intelligentie	Lecture	C0.110	do	9-11
van der Klei Daisy	Collectieve Intelligentie	Lecture	C0.110	do	11-13
van der Klei Daisy	Collectieve Intelligentie	Tutorial	A1.08	vr	9-11
van der Klei Daisy	Collectieve Intelligentie	Lab	A1.08	ma	13-15
van der Klei Daisy	Compilerbouw	Lecture	C0.110	ma	11-13
van der Klei Daisy	Compilerbouw	Lecture	C0.110	vr	13-15
van der Klei Daisy	Compilerbouw	Tutorial	A1.04	vr	11-13
van der Klei Daisy	Compilerbouw	Lab	A1.04	vr	15-17
van der Klei Daisy	Databases 2	Lecture	C0.110		
van der Klei Daisy	Databases 2	Tutorial	A1.04	do	13-15
van der Klei Daisy	Lineaire Algebra	Lecture	A1.10		
van der Klei Daisy	Lineaire Algebra	Lecture	A1.10		
van der Klei Daisy	Programmeren in Java 2	Lab	A1.08		
van der Leek Pearl	Moderne Databases	Lecture	A1.10		
van der Leek Pearl	Moderne Databases	Tutorial	A1.08	di	15-17
van der Leek Pearl	Moderne Databases	Lab	A1.08		
van der Marel Ay?egl	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
van der Marel Ay?egl	Algoritmen en complexiteit	Tutorial	A1.06	ma	9-11
van der Marel Ay?egl	Algoritmen en complexiteit	Lab	A1.06	ma	11-13
van der Meer Acha	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
van der Meer Acha	Algoritmen en complexiteit	Tutorial	A1.06	ma	9-11
van der Meer Acha	Algoritmen en complexiteit	Lab	A1.06	ma	11-13
van der Meer Acha	Informatie- en organisatieontwerp	Lecture	A1.06	vr	15-17
van der Meer Acha	Informatie- en organisatieontwerp	Lecture	A1.06		
van der Meer Acha	Informatie- en organisatieontwerp	Tutorial	A1.08	do	13-15
van der Meer Acha	Informatie- en organisatieontwerp	Lab	A1.08		
van der Meer Acha	Programmeren in Java 2	Lab	A1.08		
van der Meeren Abdul	Bioinformatica	Lecture	B0.201	di	9-11
van der Meeren Abdul	Bioinformatica	Lecture	B0.201	wo	13-15
van der Meeren Abdul	Bioinformatica	Lecture	B0.201	wo	15-17
van der Meeren Abdul	Bioinformatica	Tutorial	A1.08	wo	9-11
van der Meeren Abdul	Bioinformatica	Lab	A1.08	do	15-17
van der Meeren Abdul	Calculus 2	Lecture	C0.110	vr	9-11
van der Meeren Abdul	Calculus 2	Tutorial	A1.04	ma	15-17
van der Meeren Abdul	Moderne Databases	Lecture	A1.10		
van der Meeren Abdul	Moderne Databases	Tutorial	A1.08	di	15-17
van der Meeren Abdul	Moderne Databases	Lab	A1.08		
van der Meeren Abdul	Programmeren in Java 2	Lab	A1.08		
van der Meij Geerte	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
van der Meij Geerte	Collectieve Intelligentie	Lecture	C0.110	do	9-11
van der Meij Geerte	Collectieve Intelligentie	Lecture	C0.110	do	11-13
van der Meij Geerte	Collectieve Intelligentie	Tutorial	A1.08	vr	9-11
van der Meij Geerte	Collectieve Intelligentie	Lab	A1.08	ma	13-15
van der Meij Geerte	Compilerbouw	Lecture	C0.110	ma	11-13
van der Meij Geerte	Compilerbouw	Lecture	C0.110	vr	13-15
van der Meij Geerte	Compilerbouw	Tutorial	A1.04	vr	11-13
van der Meij Geerte	Compilerbouw	Lab	A1.04	vr	15-17
van der Meij Geerte	Project Numerical Recipes	Lab	A1.08	di	9-11
van der Meij Geerte	Software engineering	Lecture	C0.110		
van der Meij Geerte	Software engineering	Tutorial	A1.04		
van der Meij Geerte	Software engineering	Lab	A1.04		
van der Niet Maritha	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
van der Niet Maritha	Lineaire Algebra	Lecture	A1.10		
van der Niet Maritha	Lineaire Algebra	Lecture	A1.10		
van der Niet Maritha	Project Genetic Algorithms	Lab	A1.08	wo	13-15
van der Niet Maritha	Reflectie op de digitale cultuur	Lecture	A1.10		
van der Niet Maritha	Reflectie op de digitale cultuur	Lecture	A1.10		
van der Niet Maritha	Reflectie op de digitale cultuur	Tutorial	A1.08	vr	13-15
van der Niet Maritha	Technology for games	Lecture	A1.04		
van der Niet Maritha	Technology for games	Lecture	A1.04		
van der Niet Maritha	Technology for games	Tutorial	A1.08		
van der Plaats Johannes	Programmeren in Java 2	Lab	A1.08		
van der Plaats Johannes	Webprogrammeren en databases	Lecture	A1.04		
van der Plaats Johannes	Webprogrammeren en databases	Lecture	A1.04		
van der Plaats Johannes	Webprogrammeren en databases	Tutorial	A1.08		
van der Plaats Johannes	Webprogrammeren en databases	Lab	A1.08		
van der Plas Graciella	Calculus 2	Lecture	C0.110	vr	9-11
van der Plas Graciella	Calculus 2	Tutorial	A1.04	ma	15-17
van der Plas Graciella	Kansrekenen 2	Lecture	C0.110		
van der Plas Graciella	Kansrekenen 2	Lecture	C0.110		
van der Steege Darian	Kansrekenen 2	Lecture	C0.110		
van der Steege Darian	Kansrekenen 2	Lecture	C0.110		
van der Steege Darian	Programmeren in Java 2	Lab	A1.08		
van der Ster Tos	Calculus 2	Lecture	C0.110	vr	9-11
van der Ster Tos	Calculus 2	Tutorial	A1.04	ma	15-17
van der Stoel Scotty	Compilerbouw	Lecture	C0.110	ma	11-13
van der Stoel Scotty	Compilerbouw	Lecture	C0.110	vr	13-15
van der Stoel Scotty	Compilerbouw	Tutorial	A1.04	vr	11-13
van der Stoel Scotty	Compilerbouw	Lab	A1.04	vr	15-17
van der Stoel Scotty	Programmeren in Java 2	Lab	A1.08		
van der Vleuten Yun	Informatie- en organisatieontwerp	Lecture	A1.06	vr	15-17
van der Vleuten Yun	Informatie- en organisatieontwerp	Lecture	A1.06		
van der Vleuten Yun	Informatie- en organisatieontwerp	Tutorial	A1.08	do	13-15
van der Vleuten Yun	Informatie- en organisatieontwerp	Lab	A1.08		
van der Wiel Josef	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
van der Wiel Josef	Heuristieken 2	Lecture	A1.04	do	15-17
van der Wiel Josef	Heuristieken 2	Tutorial	A1.08	ma	15-17
van der Wiel Josef	Netwerken en systeembeveiliging	Lab	A1.08	di	15-17
van der Wiel Josef	Project Genetic Algorithms	Lab	A1.08	wo	13-15
van der Zwet Jos	Bioinformatica	Lecture	B0.201	di	9-11
van der Zwet Jos	Bioinformatica	Lecture	B0.201	wo	13-15
van der Zwet Jos	Bioinformatica	Lecture	B0.201	wo	15-17
van der Zwet Jos	Bioinformatica	Tutorial	A1.08	wo	9-11
van der Zwet Jos	Bioinformatica	Lab	A1.08	do	15-17
van der Zwet Jos	Calculus 2	Lecture	C0.110	vr	9-11
van der Zwet Jos	Calculus 2	Tutorial	A1.04	ma	15-17
van der Zwet Jos	Compilerbouw	Lecture	C0.110	ma	11-13
van der Zwet Jos	Compilerbouw	Lecture	C0.110	vr	13-15
van der Zwet Jos	Compilerbouw	Tutorial	A1.04	vr	11-13
van der Zwet Jos	Compilerbouw	Lab	A1.04	vr	15-17
van der Zwet Jos	Programmeren in Java 2	Lab	A1.08		
van der Zwet Jos	Zoeken sturen en bewegen	Lab	A1.08	di	13-15
van Dieten George	Heuristieken 2	Lecture	A1.04	do	15-17
van Dieten George	Heuristieken 2	Tutorial	A1.08	ma	15-17
van Dinther Ilayda	Calculus 2	Lecture	C0.110	vr	9-11
van Dinther Ilayda	Calculus 2	Tutorial	A1.04	ma	15-17
van Eert Naciye	Kansrekenen 2	Lecture	C0.110		
van Eert Naciye	Kansrekenen 2	Lecture	C0.110		
van Eert Naciye	Lineaire Algebra	Lecture	A1.10		
van Eert Naciye	Lineaire Algebra	Lecture	A1.10		
van Eert Naciye	Programmeren in Java 2	Lab	A1.08		
van Eert Naciye	Software engineering	Lecture	C0.110		
van Eert Naciye	Software engineering	Tutorial	A1.04		
van Eert Naciye	Software engineering	Lab	A1.04		
van Eeuwijk Jayme	Data Mining	Lecture	A1.04		
van Eeuwijk Jayme	Data Mining	Lecture	A1.04		
van Eeuwijk Jayme	Data Mining	Tutorial	A1.08	wo	11-13
van Eeuwijk Jayme	Data Mining	Lab	A1.08	do	9-11
van Eeuwijk Jayme	Programmeren in Java 2	Lab	A1.08		
van Eeuwijk Jayme	Project Numerical Recipes	Lab	A1.08	di	9-11
van Eijndhoven Juan	Project Numerical Recipes	Lab	A1.08	di	9-11
van Eijndhoven Juan	Reflectie op de digitale cultuur	Lecture	A1.10		
van Eijndhoven Juan	Reflectie op de digitale cultuur	Lecture	A1.10		
van Eijndhoven Juan	Reflectie op de digitale cultuur	Tutorial	A1.08	vr	13-15
van Geest Wytse	Kansrekenen 2	Lecture	C0.110		
van Geest Wytse	Kansrekenen 2	Lecture	C0.110		
van Gerwen Carmela	Calculus 2	Lecture	C0.110	vr	9-11
van Gerwen Carmela	Calculus 2	Tutorial	A1.04	ma	15-17
van Gerwen Carmela	Compilerbouw	Lecture	C0.110	ma	11-13
van Gerwen Carmela	Compilerbouw	Lecture	C0.110	vr	13-15
van Gerwen Carmela	Compilerbouw	Tutorial	A1.04	vr	11-13
van Gerwen Carmela	Compilerbouw	Lab	A1.04	vr	15-17
van Gerwen Carmela	Interactie-ontwerp	Lecture	A1.04	di	15-17
van Gerwen Carmela	Interactie-ontwerp	Lecture	A1.04	di	11-13
van Gerwen Carmela	Project Genetic Algorithms	Lab	A1.08	wo	13-15
van Groeningen Joshi	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
van Groeningen Joshi	Compilerbouw	Lecture	C0.110	ma	11-13
van Groeningen Joshi	Compilerbouw	Lecture	C0.110	vr	13-15
van Groeningen Joshi	Compilerbouw	Tutorial	A1.04	vr	11-13
van Groeningen Joshi	Compilerbouw	Lab	A1.04	vr	15-17
van Hall Ouidad	Data Mining	Lecture	A1.04		
van Hall Ouidad	Data Mining	Lecture	A1.04		
van Hall Ouidad	Data Mining	Tutorial	A1.08	wo	11-13
van Hall Ouidad	Data Mining	Lab	A1.08	do	9-11
van Hall Ouidad	Machine Learning	Lecture	A1.06		
van Hall Ouidad	Machine Learning	Lecture	A1.06		
van Hall Ouidad	Netwerken en systeembeveiliging	Lab	A1.08	di	15-17
van Hall Ouidad	Programmeren in Java 2	Lab	A1.08		
van Hall Ouidad	Software engineering	Lecture	C0.110		
van Hall Ouidad	Software engineering	Tutorial	A1.04		
van Hall Ouidad	Software engineering	Lab	A1.04		
van Halteren Walther	Kansrekenen 2	Lecture	C0.110		
van Halteren Walther	Kansrekenen 2	Lecture	C0.110		
van Halteren Walther	Technology for games	Lecture	A1.04		
van Halteren Walther	Technology for games	Lecture	A1.04		
van Halteren Walther	Technology for games	Tutorial	A1.08		
van Herten Tamimount	Autonomous Agents 2	Lecture	A1.06	di	15-17
van Herten Tamimount	Autonomous Agents 2	Lecture	A1.06	wo	9-11
van Herten Tamimount	Autonomous Agents 2	Tutorial	A1.08	di	9-11
van Herten Tamimount	Autonomous Agents 2	Lab	A1.08	wo	13-15
van Herten Tamimount	Zoeken sturen en bewegen	Lab	A1.08	di	13-15
van Hezik Shauny	Kansrekenen 2	Lecture	C0.110		
van Hezik Shauny	Kansrekenen 2	Lecture	C0.110		
van Hezik Shauny	Zoeken sturen en bewegen	Lab	A1.08	di	13-15
van Ierland Nalinie	Webprogrammeren en databases	Lecture	A1.04		
van Ierland Nalinie	Webprogrammeren en databases	Lecture	A1.04		
van Ierland Nalinie	Webprogrammeren en databases	Tutorial	A1.08		
van Ierland Nalinie	Webprogrammeren en databases	Lab	A1.08		
van Ingen Berit	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
van Ingen Berit	Algoritmen en complexiteit	Tutorial	A1.06	ma	9-11
van Ingen Berit	Algoritmen en complexiteit	Lab	A1.06	ma	11-13
van Ingen Berit	Interactie-ontwerp	Lecture	A1.04	di	15-17
van Ingen Berit	Interactie-ontwerp	Lecture	A1.04	di	11-13
van Ingen Berit	Zoeken sturen en bewegen	Lab	A1.08	di	13-15
van Iwaarden Aidan	Compilerbouw	Lecture	C0.110	ma	11-13
van Iwaarden Aidan	Compilerbouw	Lecture	C0.110	vr	13-15
van Iwaarden Aidan	Compilerbouw	Tutorial	A1.04	vr	11-13
van Iwaarden Aidan	Compilerbouw	Lab	A1.04	vr	15-17
van Iwaarden Aidan	Programmeren in Java 2	Lab	A1.08	wo	15-17
van Kalsbeek Ciske	Data Mining	Lecture	A1.04		
van Kalsbeek Ciske	Data Mining	Lecture	A1.04		
van Kalsbeek Ciske	Data Mining	Tutorial	A1.08	wo	11-13
van Kalsbeek Ciske	Data Mining	Lab	A1.08	do	9-11
van Kalsbeek Ciske	Netwerken en systeembeveiliging	Lab	A1.08	di	15-17
van Kasteel Ycel	Calculus 2	Lecture	C0.110	vr	9-11
van Kasteel Ycel	Calculus 2	Tutorial	A1.04	ma	15-17
van Kasteel Ycel	Software engineering	Lecture	C0.110		
van Kasteel Ycel	Software engineering	Tutorial	A1.04		
van Kasteel Ycel	Software engineering	Lab	A1.04		
van Kasteel Ycel	Zoeken sturen en bewegen	Lab	A1.08	di	13-15
van Kessel Romany	Calculus 2	Lecture	C0.110	vr	9-11
van Kessel Romany	Calculus 2	Tutorial	A1.04	ma	15-17
van Kommer Demelza	Bioinformatica	Lecture	B0.201	di	9-11
van Kommer Demelza	Bioinformatica	Lecture	B0.201	wo	13-15
van Kommer Demelza	Bioinformatica	Lecture	B0.201	wo	15-17
van Kommer Demelza	Bioinformatica	Tutorial	A1.08	wo	9-11
van Kommer Demelza	Bioinformatica	Lab	A1.08	do	15-17
van Kommer Demelza	Calculus 2	Lecture	C0.110	vr	9-11
van Kommer Demelza	Calculus 2	Tutorial	A1.04	ma	15-17
van Kommer Demelza	Lineaire Algebra	Lecture	A1.10		
van Kommer Demelza	Lineaire Algebra	Lecture	A1.10		
van Leussen Seval	Reflectie op de digitale cultuur	Lecture	A1.10		
van Leussen Seval	Reflectie op de digitale cultuur	Lecture	A1.10		
van Leussen Seval	Reflectie op de digitale cultuur	Tutorial	A1.08	vr	13-15
van Lingen Ruveyda	Advanced Heuristics	Lecture	A1.08	ma	9-11
van Lingen Ruveyda	Advanced Heuristics	Lab	A1.08	ma	13-15
van Lingen Ruveyda	Architectuur en computerorganisatie	Lecture	A1.06	di	11-13
van Lingen Ruveyda	Architectuur en computerorganisatie	Lecture	A1.06	di	13-15
van Lingen Ruveyda	Netwerken en systeembeveiliging	Lab	A1.08	di	15-17
van Lingen Ruveyda	Project Numerical Recipes	Lab	A1.08	di	9-11
van Lingen Touraya	Data Mining	Lecture	A1.04		
van Lingen Touraya	Data Mining	Lecture	A1.04		
van Lingen Touraya	Data Mining	Tutorial	A1.08	wo	11-13
van Lingen Touraya	Data Mining	Lab	A1.08	do	9-11
van Loon Harwin	Collectieve Intelligentie	Lecture	C0.110	wo	11-13
van Loon Harwin	Collectieve Intelligentie	Lecture	C0.110	do	9-11
van Loon Harwin	Collectieve Intelligentie	Lecture	C0.110	do	11-13
van Loon Harwin	Collectieve Intelligentie	Tutorial	A1.08	vr	9-11
van Loon Harwin	Collectieve Intelligentie	Lab	A1.08	ma	13-15
van Loon Harwin	Compilerbouw practicum	Lab	A1.08	do	15-17
van Loon Harwin	Databases 2	Lecture	C0.110		
van Loon Harwin	Databases 2	Tutorial	A1.04	do	13-15
van Loon Harwin	Technology for games	Lecture	A1.04		
van Loon Harwin	Technology for games	Lecture	A1.04		
van Loon Harwin	Technology for games	Tutorial	A1.08		
van Loveren Lammigje	Autonomous Agents 2	Lecture	A1.06	di	15-17
van Loveren Lammigje	Autonomous Agents 2	Lecture	A1.06	wo	9-11
van Loveren Lammigje	Autonomous Agents 2	Tutorial	A1.08	di	9-11
van Loveren Lammigje	Autonomous Agents 2	Lab	A1.08	wo	13-15
van Loveren Lammigje	Compilerbouw	Lecture	C0.110	ma	11-13
van Loveren Lammigje	Compilerbouw	Lecture	C0.110	vr	13-15
van Loveren Lammigje	Compilerbouw	Tutorial	A1.04	vr	11-13
van Loveren Lammigje	Compilerbouw	Lab	A1.04	vr	15-17
van Loveren Lammigje	Databases 2	Lecture	C0.110		
van Loveren Lammigje	Databases 2	Tutorial	A1.04	do	13-15
van Loveren Lammigje	Machine Learning	Lecture	A1.06		
van Loveren Lammigje	Machine Learning	Lecture	A1.06		
van Loveren Lammigje	Programmeren in Java 2	Lab	A1.08	wo	15-17
van Luttikhuizen Fae	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
van Luttikhuizen Fae	Calculus 2	Lecture	C0.110	vr	9-11
van Luttikhuizen Fae	Calculus 2	Tutorial	A1.04	ma	15-17
van Maarseveen Micha	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
van Maarseveen Micha	Databases 2	Lecture	C0.110		
van Maarseveen Micha	Databases 2	Tutorial	A1.04	do	13-15
van Maarseveen Micha	Moderne Databases	Lecture	A1.10		
van Maarseveen Micha	Moderne Databases	Tutorial	A1.08	di	15-17
van Maarseveen Micha	Moderne Databases	Lab	A1.08		
van Maarseveen Micha	Project Genetic Algorithms	Lab	A1.08	wo	13-15
van Marle Meta	Analysemethoden en -technieken	Lecture	A1.10	ma	13-15
van Marle Meta	Compilerbouw	Lecture	C0.110	ma	11-13
van Marle Meta	Compilerbouw	Lecture	C0.110	vr	13-15
van Marle Meta	Compilerbouw	Tutorial	A1.04	vr	11-13
van Marle Meta	Compilerbouw	Lab	A1.04	vr	15-17
van Marle Meta	Kansrekenen 2	Lecture	C0.110		
van Marle Meta	Kansrekenen 2	Lecture	C0.110		
van Marle Meta	Lineaire Algebra	Lecture	A1.10		
van Marle Meta	Lineaire Algebra	Lecture	A1.10		
van Marle Meta	Netwerken en systeembeveiliging	Lab	A1.08	di	15-17
van Maurik Lon	Calculus 2	Lecture	C0.110	vr	9-11
van Maurik Lon	Calculus 2	Tutorial	A1.04	ma	15-17
van Maurik Lon	Compilerbouw	Lecture	C0.110	ma	11-13
van Maurik Lon	Compilerbouw	Lecture	C0.110	vr	13-15
van Maurik Lon	Compilerbouw	Tutorial	A1.04	vr	11-13
van Maurik Lon	Compilerbouw	Lab	A1.04	vr	15-17
van Maurik Lon	Databases 2	Lecture	C0.110		
van Maurik Lon	Databases 2	Tutorial	A1.04	do	13-15
van Maurik Lon	Project Numerical Recipes	Lab	A1.08	di	9-11
van Mierlo Abram	Architectuur en computerorganisatie	Lecture	A1.06	di	11-13
van Mierlo Abram	Architectuur en computerorganisatie	Lecture	A1.06	di	13-15
van Mierlo Abram	Moderne Databases	Lecture	A1.10		
van Mierlo Abram	Moderne Databases	Tutorial	A1.08	di	15-17
van Mierlo Abram	Moderne Databases	Lab	A1.08		
van Mierlo Abram	Software engineering	Lecture	C0.110		
van Mierlo Abram	Software engineering	Tutorial	A1.04		
van Mierlo Abram	Software engineering	Lab	A1.04		
van Mierlo Abram	Webprogrammeren en databases	Lecture	A1.04		
van Mierlo Abram	Webprogrammeren en databases	Lecture	A1.04		
van Mierlo Abram	Webprogrammeren en databases	Tutorial	A1.08		
van Mierlo Abram	Webprogrammeren en databases	Lab	A1.08		
van Montfort Ans	Data Mining	Lecture	A1.04		
van Montfort Ans	Data Mining	Lecture	A1.04		
van Montfort Ans	Data Mining	Tutorial	A1.08	wo	11-13
van Montfort Ans	Data Mining	Lab	A1.08	do	9-11
van Montfort Ans	Reflectie op de digitale cultuur	Lecture	A1.10		
van Montfort Ans	Reflectie op de digitale cultuur	Lecture	A1.10		
van Montfort Ans	Reflectie op de digitale cultuur	Tutorial	A1.08	vr	13-15
van Montfort Ans	Zoeken sturen en bewegen	Lab	A1.08	di	13-15
van Mourik Yuri	Bioinformatica	Lecture	B0.201	di	9-11
van Mourik Yuri	Bioinformatica	Lecture	B0.201	wo	13-15
van Mourik Yuri	Bioinformatica	Lecture	B0.201	wo	15-17
van Mourik Yuri	Bioinformatica	Tutorial	A1.08	wo	9-11
van Mourik Yuri	Bioinformatica	Lab	A1.08	do	15-17
van Mourik Yuri	Software engineering	Lecture	C0.110		
van Mourik Yuri	Software engineering	Tutorial	A1.04		
van Mourik Yuri	Software engineering	Lab	A1.04		
van Mourik Yuri	Webprogrammeren en databases	Lecture	A1.04		
van Mourik Yuri	Webprogrammeren en databases	Lecture	A1.04		
van Mourik Yuri	Webprogrammeren en databases	Tutorial	A1.08		
van Mourik Yuri	Webprogrammeren en databases	Lab	A1.08		
van Munster Yang	Project Numerical Recipes	Lab	A1.08	di	9-11
van Oss Miguel	Netwerken en systeembeveiliging	Lab	A1.08	di	15-17
van Osta Nanet	Interactie-ontwerp	Lecture	A1.04	di	15-17
van Osta Nanet	Interactie-ontwerp	Lecture	A1.04	di	11-13
van Osta Nanet	Programmeren in Java 2	Lab	A1.08	wo	15-17
van Osta Nanet	Project Numerical Recipes	Lab	A1.08	di	9-11
van Plateringen Sien	Compilerbouw	Lecture	C0.110	ma	11-13
van Plateringen Sien	Compilerbouw	Lecture	C0.110	vr	13-15
van Plateringen Sien	Compilerbouw	Tutorial	A1.04	vr	11-13
van Plateringen Sien	Compilerbouw	Lab	A1.04	vr	15-17
van Plateringen Sien	Moderne Databases	Lecture	A1.10		
van Plateringen Sien	Moderne Databases	Tutorial	A1.08	di	15-17
van Plateringen Sien	Moderne Databases	Lab	A1.08		
van Poorten Fedoua	Bioinformatica	Lecture	B0.201	di	9-11
van Poorten Fedoua	Bioinformatica	Lecture	B0.201	wo	13-15
van Poorten Fedoua	Bioinformatica	Lecture	B0.201	wo	15-17
van Poorten Fedoua	Bioinformatica	Tutorial	A1.08	wo	9-11
van Poorten Fedoua	Bioinformatica	Lab	A1.08	do	15-17
van Poorten Fedoua	Calculus 2	Lecture	C0.110	vr	9-11
van Poorten Fedoua	Calculus 2	Tutorial	A1.04	ma	15-17
van Putten Jetty	Bioinformatica	Lecture	B0.201	di	9-11
van Putten Jetty	Bioinformatica	Lecture	B0.201	wo	13-15
van Putten Jetty	Bioinformatica	Lecture	B0.201	wo	15-17
van Putten Jetty	Bioinformatica	Tutorial	A1.08	wo	9-11
van Putten Jetty	Bioinformatica	Lab	A1.08	do	15-17
van Putten Jetty	Data Mining	Lecture	A1.04		
van Putten Jetty	Data Mining	Lecture	A1.04		
van Putten Jetty	Data Mining	Tutorial	A1.08	wo	11-13
van Putten Jetty	Data Mining	Lab	A1.08	do	9-11
van Putten Jetty	Informatie- en organisatieontwerp	Lecture	A1.06	vr	15-17
van Putten Jetty	Informatie- en organisatieontwerp	Lecture	A1.06		
van Putten Jetty	Informatie- en organisatieontwerp	Tutorial	A1.08	do	13-15
van Putten Jetty	Informatie- en organisatieontwerp	Lab	A1.08		
van Ravesteijn Jersey	Interactie-ontwerp	Lecture	A1.04	di	15-17
van Ravesteijn Jersey	Interactie-ontwerp	Lecture	A1.04	di	11-13
van Riel Jodi	Algoritmen en complexiteit	Lecture	B0.201	ma	13-15
van Riel Jodi	Algoritmen en complexiteit	Tutorial	A1.06	ma	9-11
van Riel Jodi	Algoritmen en complexiteit	Lab	A1.06	ma	11-13
van Riel Jodi	Calculus 2	Lecture	C0.110	vr	9-11
van Riel Jodi	Calculus 2	Tutorial	A1.04	ma	15-17
van Riel Jodi	Databases 2	Lecture	C0.110		
van Riel Jodi	Databases 2	Tutorial	A1.04	do	13-15
van Riel Jodi	Moderne Databases	Lecture	A1.10		
van Riel Jodi	Moderne Databases	Tutorial	A1.08	di	15-17
van Riel Jodi	Moderne Databases	Lab	A1.08		
van Rietschoten Cleo	Heuristieken 1	Lecture	B0.201		
van Rietschoten Cleo	Heuristieken 1	Tutorial	A1.06	ma	9-11
van Rietschoten Cleo	Programmeren in Java 2	Lab	A1.08	wo	15-17
van Roemburg Caressa	Programmeren in Java 2	Lab	A1.08	wo	15-17
van Rosmalen El	Lineaire Algebra	Lecture	A1.10		
van Rosmalen El	Lineaire Algebra	Lecture	A1.10		
van Rossem Georgia	Heuristieken 1	Lecture	B0.201		
van Rossem Georgia	Heuristieken 1	Tutorial	A1.06	ma	9-11
van Rossem Georgia	Heuristieken 2	Lecture	A1.04	do	15-17
van Rossem Georgia	Heuristieken 2	Tutorial	A1.08	ma	15-17
van Ruitenbeek Dragana	Compilerbouw	Lecture	C0.110	ma	11-13
