student;vak;activiteit;zaal;dag;tijdslot
Volman Nadien;Technology for games Werkcollege 1;Werkcollege;A1.04;vr;13-15
Volman Nadien;Technology for games Hoorcollege 1;Hoorcollege;C1.112;ma;9-11
Modderkolk Jo-Anne;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Modderkolk Jo-Anne;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
Modderkolk Jo-Anne;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
Modderkolk Jo-Anne;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
Modderkolk Jo-Anne;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
Modderkolk Jo-Anne;Databases 2 Werkcollege 2;Werkcollege;A1.08;wo;13-15
Modderkolk Jo-Anne;Bioinformatica Werkcollege 1;Werkcollege;C0.110;wo;11-13
Modderkolk Jo-Anne;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Modderkolk Jo-Anne;Programmeren in Java 2 Practica 2;Practica;C1.112;do;9-11
Modderkolk Jo-Anne;Heuristieken 1 Werkcollege 2;Werkcollege;A1.04;do;13-15
Modderkolk Jo-Anne;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Modderkolk Jo-Anne;Bioinformatica Practica 3;Practica;C0.110;ma;9-11
Stuurman Franklin;Netwerken en systeembeveiliging Practica 2;Practica;B0.201;wo;15-17
Stuurman Franklin;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Stuurman Franklin;Databases 2 Werkcollege 1;Werkcollege;C0.110;do;11-13
Vooijs Annemarie;Compilerbouw practicum Practica 2;Practica;C0.110;di;17-19
Modderkolk Jorren;Advanced Heuristics Practica 2;Practica;A1.10;di;13-15
Modderkolk Jorren;Advanced Heuristics Hoorcollege 1;Hoorcollege;A1.08;di;9-11
Modderkolk Jorren;Webprogrammeren en databases Practica 1;Practica;A1.06;vr;13-15
Modderkolk Jorren;Architectuur en computerorganisatie Hoorcollege 2;Hoorcollege;A1.10;wo;13-15
Modderkolk Jorren;Webprogrammeren en databases Werkcollege 2;Werkcollege;C0.110;wo;15-17
Modderkolk Jorren;Collectieve Intelligentie Practica 3;Practica;A1.06;do;13-15
Modderkolk Jorren;Webprogrammeren en databases Hoorcollege 1;Hoorcollege;B0.201;ma;9-11
Modderkolk Jorren;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Modderkolk Jorren;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Modderkolk Jorren;Collectieve Intelligentie Werkcollege 1;Werkcollege;A1.04;ma;13-15
Modderkolk Jorren;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Modderkolk Jorren;Architectuur en computerorganisatie Hoorcollege 1;Hoorcollege;A1.04;do;11-13
Modderkolk Jorren;Webprogrammeren en databases Hoorcollege 2;Hoorcollege;C1.112;ma;13-15
Swiers Chaimae;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
Swiers Chaimae;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Swiers Chaimae;Databases 2 Werkcollege 2;Werkcollege;A1.08;wo;13-15
Swiers Chaimae;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
Swiers Chaimae;Programmeren in Java 2 Practica 4;Practica;A1.08;wo;9-11
Swiers Chaimae;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
Voskuilen Dax;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
Voskuilen Dax;Calculus 2 Werkcollege 1;Werkcollege;A1.08;di;15-17
Voskuilen Dax;Software engineering Werkcollege 1;Werkcollege;A1.08;di;11-13
Voskuilen Dax;Software engineering Practica 1;Practica;A1.08;do;15-17
Voskuilen Dax;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Voskuilen Dax;Moderne Databases Practica 1;Practica;A1.10;do;11-13
Voskuilen Dax;Moderne Databases Werkcollege 2;Werkcollege;A1.06;ma;11-13
Voskuilen Dax;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Moes Lisse;Compilerbouw practicum Practica 2;Practica;C0.110;di;17-19
Moes Lisse;Calculus 2 Werkcollege 3;Werkcollege;A1.06;do;11-13
Moes Lisse;Algoritmen en complexiteit Werkcollege 2;Werkcollege;A1.04;wo;13-15
Moes Lisse;Programmeren in Java 2 Practica 3;Practica;A1.04;vr;9-11
Moes Lisse;Algoritmen en complexiteit Practica 2;Practica;A1.06;wo;15-17
Moes Lisse;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Moes Lisse;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
't Jong Christoffel;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
't Jong Christoffel;Calculus 2 Werkcollege 3;Werkcollege;A1.06;do;11-13
't Jong Christoffel;Moderne Databases Werkcollege 3;Werkcollege;B0.201;do;15-17
't Jong Christoffel;Programmeren in Java 2 Practica 1;Practica;C1.112;di;13-15
't Jong Christoffel;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
't Jong Christoffel;Moderne Databases Practica 3;Practica;C0.110;di;13-15
Vries Jort;Netwerken en systeembeveiliging Practica 1;Practica;C0.110;vr;9-11
Vries Jort;Calculus 2 Werkcollege 3;Werkcollege;A1.06;do;11-13
Vries Jort;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Vries Jort;Programmeren in Java 2 Practica 1;Practica;C1.112;di;13-15
Vries Jort;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Vries Jort;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Moeskops Antonetta;Programmeren in Java 2 Practica 5;Practica;B0.201;di;15-17
Moeskops Antonetta;Machine Learning Hoorcollege 1;Hoorcollege;B0.201;wo;11-13
Moeskops Antonetta;Machine Learning Hoorcollege 2;Hoorcollege;C1.112;di;9-11
't Lam Jorg;Technology for games Hoorcollege 2;Hoorcollege;A1.04;do;15-17
't Lam Jorg;Technology for games Hoorcollege 1;Hoorcollege;C1.112;ma;9-11
't Lam Jorg;Programmeren in Java 2 Practica 1;Practica;C1.112;di;13-15
't Lam Jorg;Technology for games Werkcollege 2;Werkcollege;A1.06;vr;15-17
Vromans Rhona;Autonomous Agents 2 Hoorcollege 1;Hoorcollege;B0.201;do;9-11
Vromans Rhona;Autonomous Agents 2 Practica 3;Practica;A1.06;di;13-15
Vromans Rhona;Autonomous Agents 2 Hoorcollege 2;Hoorcollege;A1.08;ma;13-15
Vromans Rhona;Autonomous Agents 2 Werkcollege 2;Werkcollege;B0.201;do;11-13
Mok Lamia;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Mok Lamia;Software engineering Werkcollege 2;Werkcollege;A1.10;wo;15-17
Mok Lamia;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Mok Lamia;Project Numerical Recipes Practica 3;Practica;C0.110;di;9-11
Mok Lamia;Software engineering Practica 2;Practica;C0.110;ma;17-19
Mok Lamia;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Talhaoui Nermin;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
Talhaoui Nermin;Compilerbouw practicum Practica 1;Practica;A1.08;vr;9-11
Talhaoui Nermin;Software engineering Practica 1;Practica;A1.08;do;15-17
Talhaoui Nermin;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
Talhaoui Nermin;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Talhaoui Nermin;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
Talhaoui Nermin;Software engineering Werkcollege 2;Werkcollege;A1.10;wo;15-17
Talhaoui Nermin;Bioinformatica Practica 1;Practica;A1.04;di;9-11
Talhaoui Nermin;Bioinformatica Werkcollege 3;Werkcollege;A1.04;di;11-13
Vullings Zhen;Heuristieken 1 Werkcollege 1;Werkcollege;A1.08;do;13-15
Vullings Zhen;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
Mol Sonny;Software engineering Werkcollege 1;Werkcollege;A1.08;di;11-13
Mol Sonny;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Mol Sonny;Software engineering Practica 2;Practica;C0.110;ma;17-19
Mol Sonny;Programmeren in Java 2 Practica 4;Practica;A1.08;wo;9-11
Tamis Elbertus;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Tamis Elbertus;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Wallenburg Laurent;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;di;9-11
Wallenburg Laurent;Algoritmen en complexiteit Werkcollege 1;Werkcollege;C1.112;do;13-15
Wallenburg Laurent;Algoritmen en complexiteit Practica 2;Practica;A1.06;wo;15-17
Wallenburg Laurent;Interactie-ontwerp Hoorcollege 1;Hoorcollege;A1.04;ma;11-13
Wallenburg Laurent;Algoritmen en complexiteit Hoorcollege 1;Hoorcollege;C0.110;ma;15-17
Mullenders Shannon;Collectieve Intelligentie Werkcollege 4;Werkcollege;A1.08;vr;13-15
Mullenders Shannon;Collectieve Intelligentie Practica 2;Practica;A1.08;wo;11-13
Mullenders Shannon;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Mullenders Shannon;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Mullenders Shannon;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Mullenders Shannon;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Mullenders Shannon;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Tap Olof;Programmeren in Java 2 Practica 1;Practica;C1.112;di;13-15
Waninge Vasco;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
Waninge Vasco;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
Waninge Vasco;Machine Learning Hoorcollege 2;Hoorcollege;C1.112;di;9-11
Waninge Vasco;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
Waninge Vasco;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
Waninge Vasco;Bioinformatica Werkcollege 1;Werkcollege;C0.110;wo;11-13
Waninge Vasco;Machine Learning Hoorcollege 1;Hoorcollege;B0.201;wo;11-13
Waninge Vasco;Bioinformatica Practica 1;Practica;A1.04;di;9-11
Waninge Vasco;Moderne Databases Werkcollege 2;Werkcollege;A1.06;ma;11-13
Waninge Vasco;Zoeken sturen en bewegen Practica 2;Practica;A1.06;do;9-11
Waninge Vasco;Moderne Databases Practica 3;Practica;C0.110;di;13-15
Munsters Doetje;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Munsters Doetje;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Tas Sanja;Software engineering Werkcollege 1;Werkcollege;A1.08;di;11-13
Tas Sanja;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Tas Sanja;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Tas Sanja;Software engineering Practica 2;Practica;C0.110;ma;17-19
Tas Sanja;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Tas Sanja;Compilerbouw Werkcollege 1;Werkcollege;A1.06;ma;13-15
Tas Sanja;Compilerbouw Practica 1;Practica;C0.110;vr;13-15
Warsame Reduan;Collectieve Intelligentie Werkcollege 4;Werkcollege;A1.08;vr;13-15
Warsame Reduan;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Warsame Reduan;Compilerbouw Practica 1;Practica;C0.110;vr;13-15
Warsame Reduan;Collectieve Intelligentie Practica 4;Practica;A1.10;ma;13-15
Warsame Reduan;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Warsame Reduan;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Warsame Reduan;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Warsame Reduan;Compilerbouw Werkcollege 1;Werkcollege;A1.06;ma;13-15
Warsame Reduan;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Mutsaers Callista;Compilerbouw practicum Practica 3;Practica;B0.201;di;9-11
Tas Skye;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Tas Skye;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
Tas Skye;Databases 2 Werkcollege 2;Werkcollege;A1.08;wo;13-15
Tas Skye;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Tas Skye;Moderne Databases Werkcollege 3;Werkcollege;B0.201;do;15-17
Tas Skye;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Tas Skye;Moderne Databases Practica 2;Practica;C1.112;do;15-17
Weij Matisse;Compilerbouw Practica 2;Practica;A1.10;wo;11-13
Weij Matisse;Project Genetic Algorithms Practica 2;Practica;C0.110;ma;13-15
Weij Matisse;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Weij Matisse;Collectieve Intelligentie Practica 3;Practica;A1.06;do;13-15
Weij Matisse;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Weij Matisse;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Weij Matisse;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Weij Matisse;Compilerbouw Werkcollege 1;Werkcollege;A1.06;ma;13-15
Weij Matisse;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Weij Matisse;Collectieve Intelligentie Werkcollege 2;Werkcollege;A1.06;wo;9-11
Nagel Claudine;Programmeren in Java 2 Practica 4;Practica;A1.08;wo;9-11
te Braak Nanette;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
te Braak Nanette;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
te Braak Nanette;Architectuur en computerorganisatie Hoorcollege 2;Hoorcollege;A1.10;wo;13-15
te Braak Nanette;Moderne Databases Werkcollege 1;Werkcollege;C1.112;vr;15-17
te Braak Nanette;Calculus 2 Werkcollege 3;Werkcollege;A1.06;do;11-13
te Braak Nanette;Moderne Databases Practica 1;Practica;A1.10;do;11-13
te Braak Nanette;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
te Braak Nanette;Compilerbouw Practica 1;Practica;C0.110;vr;13-15
te Braak Nanette;Architectuur en computerorganisatie Hoorcollege 1;Hoorcollege;A1.04;do;11-13
te Braak Nanette;Compilerbouw Werkcollege 2;Werkcollege;C1.112;ma;11-13
te Braak Nanette;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Welling Jos;Project Genetic Algorithms Practica 3;Practica;C0.110;do;13-15
Welling Jos;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Welling Jos;Software engineering Werkcollege 2;Werkcollege;A1.10;wo;15-17
Welling Jos;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Welling Jos;Software engineering Practica 2;Practica;C0.110;ma;17-19
Welling Jos;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Welling Jos;Collectieve Intelligentie Werkcollege 1;Werkcollege;A1.04;ma;13-15
Welling Jos;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Welling Jos;Collectieve Intelligentie Practica 1;Practica;A1.04;wo;15-17
Karim Esm;Machine Learning Hoorcollege 2;Hoorcollege;C1.112;di;9-11
Karim Esm;Project Numerical Recipes Practica 1;Practica;A1.08;do;11-13
Karim Esm;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Karim Esm;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Karim Esm;Reflectie op de digitale cultuur Werkcollege 1;Werkcollege;A1.08;ma;15-17
Karim Esm;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Karim Esm;Machine Learning Hoorcollege 1;Hoorcollege;B0.201;wo;11-13
Karim Esm;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Keijser Devon;Interactie-ontwerp Hoorcollege 2;Hoorcollege;A1.10;di;9-11
Keijser Devon;Interactie-ontwerp Hoorcollege 1;Hoorcollege;A1.04;ma;11-13
Kemps Enya;Databases 2 Werkcollege 2;Werkcollege;A1.08;wo;13-15
Kemps Enya;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Kentie Ceciel;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
Kentie Ceciel;Moderne Databases Practica 1;Practica;A1.10;do;11-13
Kentie Ceciel;Programmeren in Java 2 Practica 2;Practica;C1.112;do;9-11
Kentie Ceciel;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Kentie Ceciel;Moderne Databases Werkcollege 3;Werkcollege;B0.201;do;15-17
Kentie Ceciel;Reflectie op de digitale cultuur Werkcollege 3;Werkcollege;A1.06;ma;9-11
Kentie Ceciel;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Kersten Thys;Informatie- en organisatieontwerp Hoorcollege 2;Hoorcollege;C0.110;ma;11-13
Kersten Thys;Informatie- en organisatieontwerp Werkcollege 1;Werkcollege;A1.08;vr;15-17
Kersten Thys;Compilerbouw practicum Practica 3;Practica;B0.201;di;9-11
Kersten Thys;Informatie- en organisatieontwerp Practica 2;Practica;C0.110;wo;9-11
Kersten Thys;Informatie- en organisatieontwerp Hoorcollege 1;Hoorcollege;C1.112;vr;11-13
Kesteloo Kimmy;Project Genetic Algorithms Practica 1;Practica;A1.04;ma;15-17
Kesteloo Kimmy;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Kesteloo Kimmy;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Kesteloo Kimmy;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Kesteloo Kimmy;Collectieve Intelligentie Practica 1;Practica;A1.04;wo;15-17
Kesteloo Kimmy;Collectieve Intelligentie Werkcollege 3;Werkcollege;C1.112;di;11-13
Keuken Lysbeth;Compilerbouw Practica 2;Practica;A1.10;wo;11-13
Keuken Lysbeth;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
Keuken Lysbeth;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Keuken Lysbeth;Project Numerical Recipes Practica 2;Practica;A1.10;vr;9-11
Keuken Lysbeth;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Keuken Lysbeth;Moderne Databases Werkcollege 2;Werkcollege;A1.06;ma;11-13
Keuken Lysbeth;Compilerbouw Werkcollege 1;Werkcollege;A1.06;ma;13-15
Keuken Lysbeth;Moderne Databases Practica 2;Practica;C1.112;do;15-17
Kienhuis Rahim;Compilerbouw practicum Practica 2;Practica;C0.110;di;17-19
Kienhuis Rahim;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Kienhuis Rahim;Programmeren in Java 2 Practica 1;Practica;C1.112;di;13-15
Kienhuis Rahim;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Kivits Sezen;Netwerken en systeembeveiliging Practica 2;Practica;B0.201;wo;15-17
Kivits Sezen;Zoeken sturen en bewegen Practica 2;Practica;A1.06;do;9-11
Klarenbeek Ylse;Informatie- en organisatieontwerp Hoorcollege 2;Hoorcollege;C0.110;ma;11-13
Klarenbeek Ylse;Informatie- en organisatieontwerp Werkcollege 1;Werkcollege;A1.08;vr;15-17
Klarenbeek Ylse;Informatie- en organisatieontwerp Practica 1;Practica;C0.110;vr;15-17
Klarenbeek Ylse;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Klarenbeek Ylse;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Klarenbeek Ylse;Informatie- en organisatieontwerp Hoorcollege 1;Hoorcollege;C1.112;vr;11-13
Klarenbeek Ylse;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Klarenbeek Ylse;Collectieve Intelligentie Practica 1;Practica;A1.04;wo;15-17
Klarenbeek Ylse;Programmeren in Java 2 Practica 6;Practica;A1.08;ma;9-11
Klarenbeek Ylse;Collectieve Intelligentie Werkcollege 3;Werkcollege;C1.112;di;11-13
Klop Adil;Calculus 2 Werkcollege 2;Werkcollege;C0.110;di;11-13
Klop Adil;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Klop Adil;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Klop Adil;Programmeren in Java 2 Practica 1;Practica;C1.112;di;13-15
Klop Adil;Heuristieken 2 Werkcollege 1;Werkcollege;A1.04;wo;11-13
Knibbe Danique;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
Knibbe Danique;Autonomous Agents 2 Hoorcollege 1;Hoorcollege;B0.201;do;9-11
Knibbe Danique;Autonomous Agents 2 Hoorcollege 2;Hoorcollege;A1.08;ma;13-15
Knibbe Danique;Calculus 2 Werkcollege 3;Werkcollege;A1.06;do;11-13
Knibbe Danique;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Knibbe Danique;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
Knibbe Danique;Heuristieken 2 Werkcollege 2;Werkcollege;B0.201;wo;9-11
Knibbe Danique;Autonomous Agents 2 Werkcollege 2;Werkcollege;B0.201;do;11-13
Knibbe Danique;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
Knibbe Danique;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Knibbe Danique;Autonomous Agents 2 Practica 2;Practica;C1.112;wo;15-17
Knuiman George;Compilerbouw Practica 2;Practica;A1.10;wo;11-13
Knuiman George;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Knuiman George;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Knuiman George;Compilerbouw Werkcollege 1;Werkcollege;A1.06;ma;13-15
Koelemij Evelyn;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Koelemij Evelyn;Calculus 2 Werkcollege 3;Werkcollege;A1.06;do;11-13
Koelemij Evelyn;Kansrekenen 2 Hoorcollege 1;Hoorcollege;C1.112;vr;13-15
Koelemij Evelyn;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Koelemij Evelyn;Compilerbouw Werkcollege 1;Werkcollege;A1.06;ma;13-15
Koelemij Evelyn;Compilerbouw Practica 1;Practica;C0.110;vr;13-15
Koelemij Evelyn;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Koelemij Evelyn;Kansrekenen 2 Hoorcollege 2;Hoorcollege;A1.10;vr;15-17
Kol Djura;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
Kol Djura;Bioinformatica Hoorcollege 2;Hoorcollege;A1.06;di;11-13
Kol Djura;Bioinformatica Hoorcollege 3;Hoorcollege;B0.201;ma;11-13
Kol Djura;Bioinformatica Hoorcollege 1;Hoorcollege;A1.06;wo;13-15
Kol Djura;Moderne Databases Werkcollege 1;Werkcollege;C1.112;vr;15-17
Kol Djura;Reflectie op de digitale cultuur Hoorcollege 2;Hoorcollege;C1.112;do;11-13
Kol Djura;Technology for games Hoorcollege 2;Hoorcollege;A1.04;do;15-17
Kol Djura;Bioinformatica Werkcollege 3;Werkcollege;A1.04;di;11-13
Kol Djura;Reflectie op de digitale cultuur Werkcollege 1;Werkcollege;A1.08;ma;15-17
Kol Djura;Technology for games Werkcollege 1;Werkcollege;A1.04;vr;13-15
Kol Djura;Technology for games Hoorcollege 1;Hoorcollege;C1.112;ma;9-11
Kol Djura;Bioinformatica Practica 3;Practica;C0.110;ma;9-11
Kol Djura;Moderne Databases Practica 3;Practica;C0.110;di;13-15
Kol Djura;Reflectie op de digitale cultuur Hoorcollege 1;Hoorcollege;B0.201;di;11-13
Koning Matz;Software engineering Hoorcollege 1;Hoorcollege;A1.06;ma;15-17
Koning Matz;Software engineering Werkcollege 2;Werkcollege;A1.10;wo;15-17
Koning Matz;Collectieve Intelligentie Practica 4;Practica;A1.10;ma;13-15
Koning Matz;Collectieve Intelligentie Hoorcollege 2;Hoorcollege;C1.112;wo;11-13
Koning Matz;Software engineering Practica 2;Practica;C0.110;ma;17-19
Koning Matz;Collectieve Intelligentie Hoorcollege 3;Hoorcollege;B0.201;vr;13-15
Koning Matz;Collectieve Intelligentie Werkcollege 1;Werkcollege;A1.04;ma;13-15
Koning Matz;Collectieve Intelligentie Hoorcollege 1;Hoorcollege;A1.10;wo;9-11
Kooijmans Nuriye;Moderne Databases Hoorcollege 1;Hoorcollege;A1.10;di;11-13
Kooijmans Nuriye;Advanced Heuristics Hoorcollege 1;Hoorcollege;A1.08;di;9-11
Kooijmans Nuriye;Heuristieken 1 Hoorcollege 1;Hoorcollege;A1.06;di;15-17
Kooijmans Nuriye;Calculus 2 Werkcollege 3;Werkcollege;A1.06;do;11-13
Kooijmans Nuriye;Heuristieken 1 Werkcollege 1;Werkcollege;A1.08;do;13-15
Kooijmans Nuriye;Moderne Databases Werkcollege 2;Werkcollege;A1.06;ma;11-13
Kooijmans Nuriye;Moderne Databases Practica 3;Practica;C0.110;di;13-15
Kooijmans Nuriye;Analysemethoden en -technieken Hoorcollege 1;Hoorcollege;A1.04;do;9-11
Kooijmans Nuriye;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Kooijmans Nuriye;Advanced Heuristics Practica 1;Practica;A1.04;vr;11-13
Kooyman Thijn;Compilerbouw Practica 2;Practica;A1.10;wo;11-13
Kooyman Thijn;Compilerbouw Hoorcollege 1;Hoorcollege;C0.110;wo;13-15
Kooyman Thijn;Calculus 2 Werkcollege 3;Werkcollege;A1.06;do;11-13
Kooyman Thijn;Compilerbouw Hoorcollege 2;Hoorcollege;B0.201;vr;11-13
Kooyman Thijn;Compilerbouw Werkcollege 1;Werkcollege;A1.06;ma;13-15
Kooyman Thijn;Calculus 2 Hoorcollege 1;Hoorcollege;C0.110;vr;11-13
Dibbets Boy;Lineaire Algebra Hoorcollege 2;Hoorcollege;C1.112;vr;9-11
Dibbets Boy;Databases 2 Hoorcollege 1;Hoorcollege;A1.10;vr;11-13
Dibbets Boy;Databases 2 Werkcollege 2;Werkcollege;A1.08;wo;13-15
Dibbets Boy;Heuristieken 2 Hoorcollege 1;Hoorcollege;C1.112;wo;13-15
Dibbets Boy;Programmeren in Java 2 Practica 4;Practica;A1.08;wo;9-11
Dibbets Boy;Lineaire Algebra Hoorcollege 1;Hoorcollege;C0.110;di;15-17
Dibbets Boy;Heuristieken 2 Werkcollege 1;Werkcollege;A1.04;wo;11-13
Koppers Yee;Interactie-ontwerp Hoorcollege 1;Hoorcollege;A1.04;ma;11-13
