student;vak;activiteit;zaal;dag;tijdslot
Bronsema Devlin;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Bronsema Devlin;Databases 2 Tutorial 2;Tutorial;A1.10;ma;15-17
Bronsema Devlin;Informatie- en organisatieontwerp Lecture 1;Lecture;A1.06;wo;13-15
Bronsema Devlin;Informatie- en organisatieontwerp Lecture 2;Lecture;A1.06;do;11-13
Bronsema Devlin;Informatie- en organisatieontwerp Tutorial 1;Tutorial;A1.08;vr;9-11
Bronsema Devlin;Informatie- en organisatieontwerp Lab 1;Lab;A1.04;do;9-11
Bronsema Devlin;Programmeren in Java 2 Lab 5;Lab;A1.08;di;15-17
Hup Ytje;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
Hup Ytje;Heuristieken 1 Tutorial 2;Tutorial;A1.06;wo;11-13
Bruijnes Sayfeddine;Data Mining Lecture 1;Lecture;B0.201;do;15-17
Bruijnes Sayfeddine;Data Mining Lecture 2;Lecture;A1.04;do;13-15
Bruijnes Sayfeddine;Data Mining Tutorial 1;Tutorial;A1.10;wo;9-11
Bruijnes Sayfeddine;Data Mining Lab 3;Lab;A1.04;ma;15-17
Bruijnes Sayfeddine;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Bruijnes Sayfeddine;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Bruijnes Sayfeddine;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
Bruijnes Sayfeddine;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Bruijnes Sayfeddine;Programmeren in Java 2 Lab 5;Lab;A1.08;di;15-17
IJkema Frdric;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
IJkema Frdric;Algoritmen en complexiteit Tutorial 2;Tutorial;A1.10;ma;11-13
IJkema Frdric;Algoritmen en complexiteit Lab 2;Lab;A1.10;do;11-13
IJkema Frdric;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
IJkema Frdric;Moderne Databases Tutorial 3;Tutorial;B0.201;do;13-15
IJkema Frdric;Moderne Databases Lab 2;Lab;A1.08;di;9-11
IJkema Frdric;Software engineering Lecture 1;Lecture;C0.110;di;11-13
IJkema Frdric;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
IJkema Frdric;Software engineering Lab 1;Lab;C1.112;wo;13-15
Buter Vivianne;Advanced Heuristics Lecture 1;Lecture;C1.112;wo;11-13
Buter Vivianne;Advanced Heuristics Lab 1;Lab;B0.201;ma;13-15
Buter Vivianne;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Buter Vivianne;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
Buter Vivianne;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
Buter Vivianne;Heuristieken 1 Tutorial 1;Tutorial;B0.201;vr;13-15
Buter Vivianne;Programmeren in Java 2 Lab 4;Lab;A1.08;di;13-15
Buter Vivianne;Project Numerical Recipes Lab 1;Lab;C1.112;do;9-11
Imthorn Marnik;Programmeren in Java 2 Lab 3;Lab;B0.201;vr;9-11
Imthorn Marnik;Zoeken sturen en bewegen Lab 2;Lab;A1.04;ma;13-15
de Hoogh Albertien;Software engineering Lecture 1;Lecture;C0.110;di;11-13
de Hoogh Albertien;Software engineering Tutorial 1;Tutorial;A1.04;vr;11-13
de Hoogh Albertien;Software engineering Lab 1;Lab;C1.112;wo;13-15
de Hoogh Albertien;Technology for games Lecture 1;Lecture;B0.201;wo;11-13
de Hoogh Albertien;Technology for games Lecture 2;Lecture;B0.201;ma;11-13
de Hoogh Albertien;Technology for games Tutorial 1;Tutorial;A1.06;wo;9-11
Jackson Geartsje;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
Jackson Geartsje;Heuristieken 1 Tutorial 1;Tutorial;B0.201;vr;13-15
Boateng Lenne;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Boateng Lenne;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
Boateng Lenne;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
Boateng Lenne;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
Boateng Lenne;Machine Learning Lecture 1;Lecture;A1.06;di;9-11
Boateng Lenne;Machine Learning Lecture 2;Lecture;C1.112;di;11-13
Jacob Rino;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Jacob Rino;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
de Jongste Kathryn;Interactie-ontwerp Lecture 1;Lecture;A1.04;di;11-13
de Jongste Kathryn;Interactie-ontwerp Lecture 2;Lecture;A1.04;di;9-11
de Jongste Kathryn;Project Numerical Recipes Lab 2;Lab;A1.08;ma;13-15
Jagersma Faya;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Jagersma Faya;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
Jagersma Faya;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Jagersma Faya;Databases 2 Tutorial 1;Tutorial;C1.112;vr;15-17
Jagersma Faya;Project Numerical Recipes Lab 1;Lab;C1.112;do;9-11
Besemer Theadora;Data Mining Lecture 1;Lecture;B0.201;do;15-17
Besemer Theadora;Data Mining Lecture 2;Lecture;A1.04;do;13-15
Besemer Theadora;Data Mining Tutorial 1;Tutorial;A1.10;wo;9-11
Besemer Theadora;Data Mining Lab 1;Lab;A1.06;di;13-15
Jak Paulo;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Jak Paulo;Databases 2 Tutorial 1;Tutorial;C1.112;vr;15-17
Crombach Jonas;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Crombach Jonas;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Jama Owen;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
Jama Owen;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
Jama Owen;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
Jama Owen;Bioinformatica Tutorial 1;Tutorial;A1.10;wo;13-15
Jama Owen;Bioinformatica Lab 3;Lab;A1.06;ma;11-13
Jama Owen;Zoeken sturen en bewegen Lab 3;Lab;A1.06;di;11-13
Brasser Cyrina;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
Brasser Cyrina;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
Brasser Cyrina;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
Brasser Cyrina;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
Brasser Cyrina;Bioinformatica Tutorial 1;Tutorial;A1.10;wo;13-15
Brasser Cyrina;Bioinformatica Lab 1;Lab;A1.04;vr;9-11
Brasser Cyrina;Project Numerical Recipes Lab 3;Lab;A1.04;wo;15-17
Janga Le;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Janga Le;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
Janga Le;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
Janga Le;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
Janga Le;Heuristieken 2 Lecture 1;Lecture;C1.112;ma;11-13
Janga Le;Heuristieken 2 Tutorial 2;Tutorial;A1.06;ma;9-11
Janga Le;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Janga Le;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Janga Le;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
Janga Le;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
Janga Le;Reflectie op de digitale cultuur Tutorial 3;Tutorial;B0.201;vr;11-13
Brusse Angus;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Brusse Angus;Databases 2 Tutorial 2;Tutorial;A1.10;ma;15-17
Brusse Angus;Netwerken en systeembeveiliging Lab 4;Lab;A1.08;do;11-13
Jankie Kyan;Data Mining Lecture 1;Lecture;B0.201;do;15-17
Jankie Kyan;Data Mining Lecture 2;Lecture;A1.04;do;13-15
Jankie Kyan;Data Mining Tutorial 2;Tutorial;C1.112;do;11-13
Jankie Kyan;Data Mining Lab 1;Lab;A1.06;di;13-15
Jankie Kyan;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
Jankie Kyan;Heuristieken 1 Tutorial 1;Tutorial;B0.201;vr;13-15
Broerse Tarah;Autonomous Agents 2 Lecture 1;Lecture;C1.112;di;13-15
Broerse Tarah;Autonomous Agents 2 Lecture 2;Lecture;A1.04;di;15-17
Broerse Tarah;Autonomous Agents 2 Tutorial 3;Tutorial;A1.06;vr;13-15
Broerse Tarah;Autonomous Agents 2 Lab 1;Lab;C0.110;vr;15-17
Broerse Tarah;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
Broerse Tarah;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Jansema Nikolas;Technology for games Lecture 1;Lecture;B0.201;wo;11-13
Jansema Nikolas;Technology for games Lecture 2;Lecture;B0.201;ma;11-13
Jansema Nikolas;Technology for games Tutorial 1;Tutorial;A1.06;wo;9-11
Bood Tariq;Programmeren in Java 2 Lab 1;Lab;B0.201;di;15-17
Jongbloed Tamar;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Jongbloed Tamar;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Jongbloed Tamar;Machine Learning Lecture 1;Lecture;A1.06;di;9-11
Jongbloed Tamar;Machine Learning Lecture 2;Lecture;C1.112;di;11-13
Jongbloed Tamar;Programmeren in Java 2 Lab 4;Lab;A1.08;di;13-15
Jongbloed Tamar;Project Genetic Algorithms Lab 3;Lab;A1.10;wo;15-17
Jongbloed Tamar;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Jongbloed Tamar;Software engineering Tutorial 1;Tutorial;A1.04;vr;11-13
Jongbloed Tamar;Software engineering Lab 1;Lab;C1.112;wo;13-15
Christiaens Yde;Bioinformatica Lecture 1;Lecture;C0.110;wo;17-19
Christiaens Yde;Bioinformatica Lecture 2;Lecture;C1.112;ma;9-11
Christiaens Yde;Bioinformatica Lecture 3;Lecture;C0.110;wo;15-17
Christiaens Yde;Bioinformatica Tutorial 2;Tutorial;A1.08;do;15-17
Christiaens Yde;Bioinformatica Lab 2;Lab;A1.08;ma;11-13
Christiaens Yde;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Christiaens Yde;Calculus 2 Tutorial 1;Tutorial;C0.110;ma;15-17
Christiaens Yde;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Christiaens Yde;Databases 2 Tutorial 1;Tutorial;C1.112;vr;15-17
Christiaens Yde;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Christiaens Yde;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Christiaens Yde;Programmeren in Java 2 Lab 5;Lab;A1.08;di;15-17
Jongejan Jenske;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
Jongejan Jenske;Algoritmen en complexiteit Tutorial 1;Tutorial;B0.201;wo;9-11
Jongejan Jenske;Algoritmen en complexiteit Lab 2;Lab;A1.10;do;11-13
Jongejan Jenske;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Jongejan Jenske;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
Jongejan Jenske;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Jongejan Jenske;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Jongejan Jenske;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Jongejan Jenske;Collectieve Intelligentie Tutorial 3;Tutorial;C1.112;vr;13-15
Jongejan Jenske;Collectieve Intelligentie Lab 3;Lab;A1.04;di;13-15
Jongejan Jenske;Programmeren in Java 2 Lab 6;Lab;A1.10;di;11-13
Jonkergouw Aradhna;Technology for games Lecture 1;Lecture;B0.201;wo;11-13
Jonkergouw Aradhna;Technology for games Lecture 2;Lecture;B0.201;ma;11-13
Jonkergouw Aradhna;Technology for games Tutorial 1;Tutorial;A1.06;wo;9-11
Beunen Eltjo;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
Beunen Eltjo;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
Beunen Eltjo;Reflectie op de digitale cultuur Tutorial 1;Tutorial;A1.10;do;13-15
Beunen Eltjo;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Beunen Eltjo;Software engineering Tutorial 1;Tutorial;A1.04;vr;11-13
Beunen Eltjo;Software engineering Lab 1;Lab;C1.112;wo;13-15
Joris Gerritjan;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Joris Gerritjan;Calculus 2 Tutorial 2;Tutorial;B0.201;ma;15-17
Joris Gerritjan;Informatie- en organisatieontwerp Lecture 1;Lecture;A1.06;wo;13-15
Joris Gerritjan;Informatie- en organisatieontwerp Lecture 2;Lecture;A1.06;do;11-13
Joris Gerritjan;Informatie- en organisatieontwerp Tutorial 1;Tutorial;A1.08;vr;9-11
Joris Gerritjan;Informatie- en organisatieontwerp Lab 2;Lab;A1.06;wo;15-17
Brans Hanne;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
Brans Hanne;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
Brans Hanne;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
Brans Hanne;Reflectie op de digitale cultuur Tutorial 1;Tutorial;A1.10;do;13-15
Brans Hanne;Technology for games Lecture 1;Lecture;B0.201;wo;11-13
Brans Hanne;Technology for games Lecture 2;Lecture;B0.201;ma;11-13
Brans Hanne;Technology for games Tutorial 2;Tutorial;A1.08;di;11-13
Joseph Massae;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
Joseph Massae;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Joseph Massae;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Joseph Massae;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
Joseph Massae;Software engineering Lab 2;Lab;B0.201;di;9-11
Blomsma Guilliano;Project Genetic Algorithms Lab 1;Lab;C0.110;ma;9-11
Blomsma Guilliano;Webprogrammeren en databases Lecture 1;Lecture;B0.201;do;9-11
Blomsma Guilliano;Webprogrammeren en databases Lecture 2;Lecture;B0.201;wo;13-15
Blomsma Guilliano;Webprogrammeren en databases Tutorial 1;Tutorial;C1.112;di;15-17
Blomsma Guilliano;Webprogrammeren en databases Lab 2;Lab;A1.04;do;11-13
Kalpoe Miko;Programmeren in Java 2 Lab 1;Lab;B0.201;di;15-17
Borsboom Ken;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
Borsboom Ken;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
Borsboom Ken;Reflectie op de digitale cultuur Tutorial 1;Tutorial;A1.10;do;13-15
Kalshoven Chrystel;Compilerbouw practicum Lab 2;Lab;C1.112;di;9-11
Kalshoven Chrystel;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Kalshoven Chrystel;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Kalshoven Chrystel;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
Kalshoven Chrystel;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Kalshoven Chrystel;Netwerken en systeembeveiliging Lab 2;Lab;B0.201;di;11-13
Kalshoven Chrystel;Programmeren in Java 2 Lab 4;Lab;A1.08;di;13-15
Bloemert Marco;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Bloemert Marco;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Bloemert Marco;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Bloemert Marco;Collectieve Intelligentie Tutorial 4;Tutorial;A1.06;vr;11-13
Bloemert Marco;Collectieve Intelligentie Lab 4;Lab;C0.110;do;15-17
Kamp Yaro;Technology for games Lecture 1;Lecture;B0.201;wo;11-13
Kamp Yaro;Technology for games Lecture 2;Lecture;B0.201;ma;11-13
Kamp Yaro;Technology for games Tutorial 1;Tutorial;A1.06;wo;9-11
Kamp Yaro;Webprogrammeren en databases Lecture 1;Lecture;B0.201;do;9-11
Kamp Yaro;Webprogrammeren en databases Lecture 2;Lecture;B0.201;wo;13-15
Kamp Yaro;Webprogrammeren en databases Tutorial 1;Tutorial;C1.112;di;15-17
Kamp Yaro;Webprogrammeren en databases Lab 1;Lab;A1.04;ma;9-11
Bhaggoe Saba;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
Bhaggoe Saba;Algoritmen en complexiteit Tutorial 2;Tutorial;A1.10;ma;11-13
Bhaggoe Saba;Algoritmen en complexiteit Lab 2;Lab;A1.10;do;11-13
Bhaggoe Saba;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Bhaggoe Saba;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Bhaggoe Saba;Programmeren in Java 2 Lab 6;Lab;A1.10;di;11-13
Kampers Riana;Programmeren in Java 2 Lab 6;Lab;A1.10;di;11-13
Kampers Riana;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
Kampers Riana;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
Kampers Riana;Reflectie op de digitale cultuur Tutorial 3;Tutorial;B0.201;vr;11-13
Kampers Riana;Zoeken sturen en bewegen Lab 1;Lab;A1.06;vr;15-17
Boekema Amadou;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Boekema Amadou;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
Boekema Amadou;Compilerbouw Tutorial 2;Tutorial;A1.04;vr;15-17
Boekema Amadou;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
Boekema Amadou;Interactie-ontwerp Lecture 1;Lecture;A1.04;di;11-13
Boekema Amadou;Interactie-ontwerp Lecture 2;Lecture;A1.04;di;9-11
Boekema Amadou;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Boekema Amadou;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Kant Julitte;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Kant Julitte;Databases 2 Tutorial 2;Tutorial;A1.10;ma;15-17
Kant Julitte;Lineaire Algebra Lecture 1;Lecture;A1.10;vr;11-13
Kant Julitte;Lineaire Algebra Lecture 2;Lecture;A1.10;vr;9-11
Kant Julitte;Project Numerical Recipes Lab 1;Lab;C1.112;do;9-11
Boogert Hiba;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Boogert Hiba;Calculus 2 Tutorial 1;Tutorial;C0.110;ma;15-17
Boogert Hiba;Netwerken en systeembeveiliging Lab 1;Lab;A1.08;vr;11-13
Karim Esm;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Karim Esm;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Karim Esm;Machine Learning Lecture 1;Lecture;A1.06;di;9-11
Karim Esm;Machine Learning Lecture 2;Lecture;C1.112;di;11-13
Karim Esm;Project Numerical Recipes Lab 2;Lab;A1.08;ma;13-15
Karim Esm;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
Karim Esm;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
Karim Esm;Reflectie op de digitale cultuur Tutorial 2;Tutorial;C0.110;vr;11-13
Buining Wytske;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
Buining Wytske;Algoritmen en complexiteit Tutorial 2;Tutorial;A1.10;ma;11-13
Buining Wytske;Algoritmen en complexiteit Lab 1;Lab;A1.06;do;13-15
Buining Wytske;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Buining Wytske;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
Buining Wytske;Compilerbouw Tutorial 1;Tutorial;A1.10;vr;15-17
Buining Wytske;Compilerbouw Lab 1;Lab;C0.110;vr;13-15
Buining Wytske;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Buining Wytske;Databases 2 Tutorial 2;Tutorial;A1.10;ma;15-17
Buining Wytske;Programmeren in Java 2 Lab 6;Lab;A1.10;di;11-13
Buining Wytske;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
Buining Wytske;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
Buining Wytske;Reflectie op de digitale cultuur Tutorial 3;Tutorial;B0.201;vr;11-13
Keijser Devon;Interactie-ontwerp Lecture 1;Lecture;A1.04;di;11-13
Keijser Devon;Interactie-ontwerp Lecture 2;Lecture;A1.04;di;9-11
Borg Kely;Programmeren in Java 2 Lab 4;Lab;A1.08;di;13-15
Kemps Enya;Databases 2 Lecture 1;Lecture;C0.110;ma;13-15
Kemps Enya;Databases 2 Tutorial 1;Tutorial;C1.112;vr;15-17
Blijleven Perry;Project Numerical Recipes Lab 3;Lab;A1.04;wo;15-17
Kentie Ceciel;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
Kentie Ceciel;Moderne Databases Tutorial 3;Tutorial;B0.201;do;13-15
Kentie Ceciel;Moderne Databases Lab 3;Lab;C0.110;ma;11-13
Kentie Ceciel;Programmeren in Java 2 Lab 1;Lab;B0.201;di;15-17
Kentie Ceciel;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
Kentie Ceciel;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
Kentie Ceciel;Reflectie op de digitale cultuur Tutorial 3;Tutorial;B0.201;vr;11-13
Beulen Abdallah;Analysemethoden en -technieken Lecture 1;Lecture;A1.10;do;15-17
Beulen Abdallah;Autonomous Agents 2 Lecture 1;Lecture;C1.112;di;13-15
Beulen Abdallah;Autonomous Agents 2 Lecture 2;Lecture;A1.04;di;15-17
Beulen Abdallah;Autonomous Agents 2 Tutorial 2;Tutorial;A1.08;do;13-15
Beulen Abdallah;Autonomous Agents 2 Lab 3;Lab;A1.08;wo;13-15
Beulen Abdallah;Heuristieken 1 Lecture 1;Lecture;C0.110;wo;9-11
Beulen Abdallah;Heuristieken 1 Tutorial 2;Tutorial;A1.06;wo;11-13
Beulen Abdallah;Reflectie op de digitale cultuur Lecture 1;Lecture;A1.10;di;13-15
Beulen Abdallah;Reflectie op de digitale cultuur Lecture 2;Lecture;A1.10;vr;13-15
Beulen Abdallah;Reflectie op de digitale cultuur Tutorial 2;Tutorial;C0.110;vr;11-13
Beulen Abdallah;Software engineering Lecture 1;Lecture;C0.110;di;11-13
Beulen Abdallah;Software engineering Tutorial 2;Tutorial;A1.10;ma;13-15
Beulen Abdallah;Software engineering Lab 2;Lab;B0.201;di;9-11
Kersten Thys;Compilerbouw practicum Lab 2;Lab;C1.112;di;9-11
Kersten Thys;Informatie- en organisatieontwerp Lecture 1;Lecture;A1.06;wo;13-15
Kersten Thys;Informatie- en organisatieontwerp Lecture 2;Lecture;A1.06;do;11-13
Kersten Thys;Informatie- en organisatieontwerp Tutorial 1;Tutorial;A1.08;vr;9-11
Kersten Thys;Informatie- en organisatieontwerp Lab 2;Lab;A1.06;wo;15-17
Daams Amlie;Heuristieken 2 Lecture 1;Lecture;C1.112;ma;11-13
Daams Amlie;Heuristieken 2 Tutorial 2;Tutorial;A1.06;ma;9-11
Daams Amlie;Programmeren in Java 2 Lab 3;Lab;B0.201;vr;9-11
Kesteloo Kimmy;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Kesteloo Kimmy;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Kesteloo Kimmy;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Kesteloo Kimmy;Collectieve Intelligentie Tutorial 2;Tutorial;A1.06;ma;15-17
Kesteloo Kimmy;Collectieve Intelligentie Lab 4;Lab;C0.110;do;15-17
Kesteloo Kimmy;Project Genetic Algorithms Lab 3;Lab;A1.10;wo;15-17
Brink Femia;Architectuur en computerorganisatie Lecture 1;Lecture;B0.201;di;13-15
Brink Femia;Architectuur en computerorganisatie Lecture 2;Lecture;A1.04;ma;11-13
Brink Femia;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Brink Femia;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Brink Femia;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Brink Femia;Collectieve Intelligentie Tutorial 4;Tutorial;A1.06;vr;11-13
Brink Femia;Collectieve Intelligentie Lab 1;Lab;C1.112;do;15-17
Keuken Lysbeth;Compilerbouw Lecture 1;Lecture;C0.110;vr;17-19
Keuken Lysbeth;Compilerbouw Lecture 2;Lecture;C0.110;do;11-13
Keuken Lysbeth;Compilerbouw Tutorial 2;Tutorial;A1.04;vr;15-17
Keuken Lysbeth;Compilerbouw Lab 2;Lab;C0.110;di;13-15
Keuken Lysbeth;Moderne Databases Lecture 1;Lecture;C1.112;wo;9-11
Keuken Lysbeth;Moderne Databases Tutorial 3;Tutorial;B0.201;do;13-15
Keuken Lysbeth;Moderne Databases Lab 3;Lab;C0.110;ma;11-13
Keuken Lysbeth;Project Numerical Recipes Lab 1;Lab;C1.112;do;9-11
Cleven Seyit;Heuristieken 2 Lecture 1;Lecture;C1.112;ma;11-13
Cleven Seyit;Heuristieken 2 Tutorial 1;Tutorial;B0.201;do;11-13
Kienhuis Rahim;Compilerbouw practicum Lab 3;Lab;C0.110;vr;9-11
Kienhuis Rahim;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Kienhuis Rahim;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Kienhuis Rahim;Programmeren in Java 2 Lab 5;Lab;A1.08;di;15-17
de Kreij Krijna;Zoeken sturen en bewegen Lab 1;Lab;A1.06;vr;15-17
Kivits Sezen;Netwerken en systeembeveiliging Lab 4;Lab;A1.08;do;11-13
Kivits Sezen;Zoeken sturen en bewegen Lab 3;Lab;A1.06;di;11-13
Brinks Nyncke;Kansrekenen 2 Lecture 1;Lecture;C0.110;do;13-15
Brinks Nyncke;Kansrekenen 2 Lecture 2;Lecture;C0.110;wo;11-13
Klarenbeek Ylse;Collectieve Intelligentie Lecture 1;Lecture;C0.110;di;15-17
Klarenbeek Ylse;Collectieve Intelligentie Lecture 2;Lecture;C0.110;di;17-19
Klarenbeek Ylse;Collectieve Intelligentie Lecture 3;Lecture;C1.112;do;13-15
Klarenbeek Ylse;Collectieve Intelligentie Tutorial 4;Tutorial;A1.06;vr;11-13
Klarenbeek Ylse;Collectieve Intelligentie Lab 2;Lab;A1.06;ma;13-15
Klarenbeek Ylse;Informatie- en organisatieontwerp Lecture 1;Lecture;A1.06;wo;13-15
Klarenbeek Ylse;Informatie- en organisatieontwerp Lecture 2;Lecture;A1.06;do;11-13
Klarenbeek Ylse;Informatie- en organisatieontwerp Tutorial 1;Tutorial;A1.08;vr;9-11
Klarenbeek Ylse;Informatie- en organisatieontwerp Lab 1;Lab;A1.04;do;9-11
Klarenbeek Ylse;Programmeren in Java 2 Lab 2;Lab;A1.08;wo;11-13
Boshuis Narin;Algoritmen en complexiteit Lecture 1;Lecture;A1.10;wo;11-13
Boshuis Narin;Algoritmen en complexiteit Tutorial 1;Tutorial;B0.201;wo;9-11
Boshuis Narin;Algoritmen en complexiteit Lab 1;Lab;A1.06;do;13-15
Klop Adil;Calculus 2 Lecture 1;Lecture;C0.110;wo;13-15
Klop Adil;Calculus 2 Tutorial 3;Tutorial;C1.112;wo;15-17
Klop Adil;Heuristieken 2 Lecture 1;Lecture;C1.112;ma;11-13
Klop Adil;Heuristieken 2 Tutorial 2;Tutorial;A1.06;ma;9-11
